,drugname,routeadmin,Notes,pain_med?,narcotic?,antiplatelet?,beta-blocker?,statin?,aspirin?,ace-inhibitor?
4938014,propofol 10 mg/ml iv emul,IV,Anesthetic,no,no,no,no,no,no,no
5224440,propofol 10 mg/ml iv emul,Intravenous,Anesthetic,no,no,no,no,no,no,no
5109293,propofol 1000 mg/100 ml,INTRAVENOU,Anesthetic,no,no,no,no,no,no,no
780969,propofol 1000 mg/100 ml (pmx),IV,Anesthetic,no,no,no,no,no,no,no
5146894,propofol infusion 10 mg/ml,IV,Anesthetic,no,no,no,no,no,no,no
4661553,propofol iv emulsion,.ROUTE,Anesthetic,no,no,no,no,no,no,no
929732,propofol iv emulsion 10 mg/ml vial,IV,Anesthetic,no,no,no,no,no,no,no
3990426,protonix,IV,Treatment for GERD?,no,no,no,no,no,no,no
4166353,protonix,PO,Treatment for GERD?,no,no,no,no,no,no,no
4801876,protonix,Oral,Treatment for GERD?,no,no,no,no,no,no,no
1047534,"proventil,ventolin",Inhalation,Bronchodilator - treats breathing difficulties,no,no,no,no,no,no,no
3339170,"proventil,ventolin",Oral,Bronchodilator - treats breathing difficulties,no,no,no,no,no,no,no
5109304,quetiapine,ORAL,Antipsychotic,no,no,no,no,no,no,no
3837807,quetiapine fumarate 25 mg po tabs,PO,Antipsychotic,no,no,no,no,no,no,no
5616546,reglan,IV,Treatment for GERD?,no,no,no,no,no,no,no
195259,restoril,PO,Sedative,no,no,no,no,no,no,no
3549731,rocuronium,INTRAVENOU,Paralytic,no,no,no,no,no,no,no
929728,rocuronium bromide,IV,Paralytic,no,no,no,no,no,no,no
5613563,roxicodone,PO,opioid,yes,yes,no,no,no,no,no
3492643,saline lock 0.9 % flush 10 ml,IV,Cleans catheters?,no,no,no,no,no,no,no
484840,senna,PO,Treatment for constipation?,no,no,no,no,no,no,no
607102,senna,Oral,Treatment for constipation?,no,no,no,no,no,no,no
4292760,senna (senokot) 1 tab,PO,Treatment for constipation?,no,no,no,no,no,no,no
773824,senna/docusate sodium,ORAL,Treatment for constipation?,no,no,no,no,no,no,no
5080119,sennosides,ORAL,Treatment for constipation?,no,no,no,no,no,no,no
6118751,sennosides (senokot) oral syrup 10 ml,NGT,Treatment for constipation?,no,no,no,no,no,no,no
890,sennosides-docusate sodium 8.6-50 mg po tabs,PO,Treatment for constipation?,no,no,no,no,no,no,no
23028,sennosides-docusate sodium 8.6-50 mg po tabs,PER NG TUBE,Treatment for constipation?,no,no,no,no,no,no,no
75699,sennosides-docusate sodium 8.6-50 mg po tabs,PEG TUBE,Treatment for constipation?,no,no,no,no,no,no,no
1780383,sennosides-docusate sodium 8.6-50 mg po tabs,PER G TUBE,Treatment for constipation?,no,no,no,no,no,no,no
3714096,sennosides-docusate sodium 8.6-50 mg po tabs,Oral,Treatment for constipation?,no,no,no,no,no,no,no
227457,senokot-s tab,PO,Laxative?,no,no,no,no,no,no,no
47480,sertraline hcl 50 mg po tabs,PO,Selective serotonin re-uptake inhibitor - SSRI,no,no,no,no,no,no,no
1780395,sertraline hcl 50 mg po tabs,PER G TUBE,Selective serotonin re-uptake inhibitor - SSRI,no,no,no,no,no,no,no
146539,simvastatin,PO,Statin,no,no,no,no,yes,no,no
3815892,simvastatin,ORAL,Statin,no,no,no,no,yes,no,no
2744927,simvastatin 20 mg po tabs,PO,Statin,no,no,no,no,yes,no,no
5290460,simvastatin 40 mg po tabs,PO,Statin,no,no,no,no,yes,no,no
2474861,sodium bicarbonate,IV,Antiacid?,no,no,no,no,no,no,no
6754876,sodium bicarbonate 8.4 % (1 meq/ml) iv syringe : 50 ml syringe,IV,Antiacid?,no,no,no,no,no,no,no
5146907,sodium bicarbonate 8.4 % iv soln,Machine prim,Antiacid?,no,no,no,no,no,no,no
5154029,sodium bicarbonate 8.4 % iv soln,IV,Antiacid?,no,no,no,no,no,no,no
7217599,sodium bicarbonate 8.4 % iv soln,Intravenous,Antiacid?,no,no,no,no,no,no,no
929731,sodium bicarbonate 8.4%,.ROUTE,Antiacid?,no,no,no,no,no,no,no
1383295,sodium bicarbonate 8.4%,INTRAVENOU,Antiacid?,no,no,no,no,no,no,no
3754785,sodium bicarbonate 8.4%,INTRAVEN,Antiacid?,no,no,no,no,no,no,no
5685267,sodium bicarbonate 8.4% (adult) syr,IV Push,Antiacid?,no,no,no,no,no,no,no
5730164,sodium bicarbonate 8.4% (adult) syr,IV,Antiacid?,no,no,no,no,no,no,no
274938,sodium bicarbonate 8.4% 50 ml inj,IV,Antiacid?,no,no,no,no,no,no,no
2043942,sodium bicarbonate 8.4% 50 ml inj,IRR,Antiacid?,no,no,no,no,no,no,no
2046163,sodium bicarbonate 8.4% 50 ml inj,IV Push,Antiacid?,no,no,no,no,no,no,no
6705882,sodium chl 0.9% flushsyrg(10ml),FLUSH,Cleans catheters?,no,no,no,no,no,no,no
4631704,sodium chloride,INJ,Electrolyte?,no,no,no,no,no,no,no
4637119,sodium chloride,.ROUTE,Electrolyte?,no,no,no,no,no,no,no
4707994,sodium chloride,IV,Electrolyte?,no,no,no,no,no,no,no
3775311,sodium chloride 0.45%,INTRAVEN,Electrolyte?,no,no,no,no,no,no,no
296650,sodium chloride 0.45% 1000 ml lvp,IV,Electrolyte?,no,no,no,no,no,no,no
2844528,sodium chloride 0.9 %,Intravenous,Electrolyte?,no,no,no,no,no,no,no
5300160,sodium chloride 0.9 % bolus,IV,Electrolyte?,no,no,no,no,no,no,no
1249339,sodium chloride 0.9 % flush 10 ml,IV Flush,Cleans catheters?,no,no,no,no,no,no,no
3500376,sodium chloride 0.9 % flush 10 ml,IK,Cleans catheters?,no,no,no,no,no,no,no
2513255,sodium chloride 0.9 % flush peripheral lok 3 ml,IV PUSH,Cleans catheters?,no,no,no,no,no,no,no
620722,sodium chloride 0.9 % ij soln,IV,Electrolyte?,no,no,no,no,no,no,no
987150,sodium chloride 0.9 % iv : 1000 ml,IV,Electrolyte?,no,no,no,no,no,no,no
4837946,sodium chloride 0.9 % iv : 250 ml,IV,Electrolyte?,no,no,no,no,no,no,no
1021492,sodium chloride 0.9 % iv : 500 ml,IV,Electrolyte?,no,no,no,no,no,no,no
1887781,sodium chloride 0.9 % iv 1000 ml bag,IV,Electrolyte?,no,no,no,no,no,no,no
175081,sodium chloride 0.9 % iv 250 ml bag,IV,Electrolyte?,no,no,no,no,no,no,no
5148539,sodium chloride 0.9 % iv bolus,IV,Electrolyte?,no,no,no,no,no,no,no
1489208,sodium chloride 0.9 % iv soln,Intravenous,Electrolyte?,no,no,no,no,no,no,no
1766692,sodium chloride 0.9 % iv soln,IV,Electrolyte?,no,no,no,no,no,no,no
5224449,sodium chloride 0.9 % iv soln bolus,Intravenous,Electrolyte?,no,no,no,no,no,no,no
7217575,sodium chloride 0.9 % iv soln bolus,Other,Electrolyte?,no,no,no,no,no,no,no
3390160,sodium chloride 0.9 % iv solp,IV,Electrolyte?,no,no,no,no,no,no,no
978447,sodium chloride 0.9 % syringe : 10 ml syringe,IV,Electrolyte?,no,no,no,no,no,no,no
175078,sodium chloride 0.9 % syringe 10 ml syringe,IV,Electrolyte?,no,no,no,no,no,no,no
773818,sodium chloride 0.9%,IV,Electrolyte?,no,no,no,no,no,no,no
1566222,sodium chloride 0.9%,INTRAVEN,Electrolyte?,no,no,no,no,no,no,no
2007630,sodium chloride 0.9%,LOK,Electrolyte?,no,no,no,no,no,no,no
2855269,sodium chloride 0.9%,INTRA-ARTERIAL,Electrolyte?,no,no,no,no,no,no,no
3560901,sodium chloride 0.9%,INTRAVENOU,Electrolyte?,no,no,no,no,no,no,no
4530330,sodium chloride 0.9%,Intravenous,Electrolyte?,no,no,no,no,no,no,no
6721359,sodium chloride 0.9%,DEVICE,Electrolyte?,no,no,no,no,no,no,no
1477037,sodium chloride 0.9%  sso,IV,Electrolyte?,no,no,no,no,no,no,no
3756920,sodium chloride 0.9% (ns) infusion,Intravenous,Electrolyte?,no,no,no,no,no,no,no
4157812,"sodium chloride 0.9% 1,000 ml",IV,Electrolyte?,no,no,no,no,no,no,no
148548,"sodium chloride 0.9% 1,000 ml bag",.ROUTE,Electrolyte?,no,no,no,no,no,no,no
148554,"sodium chloride 0.9% 1,000 ml bag",IV,Electrolyte?,no,no,no,no,no,no,no
4015045,sodium chloride 0.9% 100 ml pb,IV,Electrolyte?,no,no,no,no,no,no,no
5822144,sodium chloride 0.9% 100 ml pb,IVPB,Electrolyte?,no,no,no,no,no,no,no
3134782,sodium chloride 0.9% 1000 ml,IV,Electrolyte?,no,no,no,no,no,no,no
3995209,sodium chloride 0.9% 1000 ml lvp,IV,Electrolyte?,no,no,no,no,no,no,no
4002767,sodium chloride 0.9% 1000 ml pb,IV,Electrolyte?,no,no,no,no,no,no,no
227458,sodium chloride 0.9% 250 ml lvp,IV,Electrolyte?,no,no,no,no,no,no,no
4004906,sodium chloride 0.9% 250 ml pb,IV,Electrolyte?,no,no,no,no,no,no,no
5730156,sodium chloride 0.9% 250 ml pb,IVPB,Electrolyte?,no,no,no,no,no,no,no
280809,sodium chloride 0.9% 50 ml pb,IV,Electrolyte?,no,no,no,no,no,no,no
2109873,sodium chloride 0.9% 50 ml pb,IVPB,Electrolyte?,no,no,no,no,no,no,no
4709457,sodium chloride 0.9% 500 ml bag,.ROUTE,Electrolyte?,no,no,no,no,no,no,no
4046795,sodium chloride 0.9% 500 ml lvp,IV,Electrolyte?,no,no,no,no,no,no,no
5685283,sodium chloride 0.9% 500 ml lvp,Arterial,Electrolyte?,no,no,no,no,no,no,no
305763,sodium chloride 0.9% 500 ml pb,IV,Electrolyte?,no,no,no,no,no,no,no
2219355,sodium chloride 0.9% 500 ml pb,Arterial,Electrolyte?,no,no,no,no,no,no,no
2320787,sodium chloride 0.9% 500 ml pb,IVPB,Electrolyte?,no,no,no,no,no,no,no
6118739,sodium chloride 0.9% flush 10 ml,IV PUSH,Cleans catheters?,no,no,no,no,no,no,no
780962,sodium chloride 0.9% p.f.,IV,Electrolyte?,no,no,no,no,no,no,no
7174316,sodium chloride 0.9% syringe sso,IV,Electrolyte?,no,no,no,no,no,no,no
991569,sodium chloride 0.9%solp (1000 ml),IV,Electrolyte?,no,no,no,no,no,no,no
7193684,sodium chloride bacteriostatic 0.9 % inj soln,Intradermal,Electrolyte?,no,no,no,no,no,no,no
7217578,sodium chloride flush 0.9 % iv soln 10 ml prefill syringe,Flush,Electrolyte?,no,no,no,no,no,no,no
7217583,sodium chloride flush 0.9 % iv soln 10 ml prefill syringe,Other,Electrolyte?,no,no,no,no,no,no,no
1219240,sodium chloride infusion 0.9%,IV,Electrolyte?,no,no,no,no,no,no,no
4561920,sodium phosphate,IV,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
7121989,sodium phosphate,INTRAVENOU,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
4056926,sodium phosphate 15 mmol/100ml ns,IVPB,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
335524,sodium phosphate 3 mmol/ml 15 ml inj,IVPB,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
6744738,sodium phosphate 3 mmole/ml iv : 15 ml vial,IV,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
4056938,sodium phosphate 30 mmol/250ml ns,IVPB,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
6419267,sodium polystyrene sulfonate,ORAL,Treatment for high blood potassium,no,no,no,no,no,no,no
6663547,spironolactone,PO,Diuretic,no,no,no,no,no,no,no
6794,spironolactone 25 mg po tabs,PO,Diuretic,no,no,no,no,no,no,no
201984,sublimaze,IV,opioid (fentanyl),yes,yes,no,no,no,no,no
3282678,synthroid,Oral,Treatment for hypothyroidism,no,no,no,no,no,no,no
2099094,tamsulosin 0.4 mg cap,PO,Treatment for enlarged prostate?,no,no,no,no,no,no,no
3837187,tamsulosin hcl 0.4 mg po caps,PO,Treatment for enlarged prostate?,no,no,no,no,no,no,no
6382437,tamsulosin hcl 0.4 mg po caps,Oral,Treatment for enlarged prostate?,no,no,no,no,no,no,no
773817,thiamine,IV,Vitamin B?,no,no,no,no,no,no,no
2851071,thiamine,IM,Vitamin B?,no,no,no,no,no,no,no
3992918,thiamine 100 mg tab,PO,Vitamin B?,no,no,no,no,no,no,no
5752181,thiamine 100 mg tab,NG,Vitamin B?,no,no,no,no,no,no,no
3001700,thiamine hcl,PO,Vitamin B?,no,no,no,no,no,no,no
3848083,thiamine hcl 100 mg po tabs,PO,Vitamin B?,no,no,no,no,no,no,no
3848086,thiamine hcl 100 mg po tabs,PER NG TUBE,Vitamin B?,no,no,no,no,no,no,no
4374789,thiamine hcl 100 mg/ml ij soln,IV,Vitamin B?,no,no,no,no,no,no,no
3833580,ticagrelor 90 mg po tabs,PO,Blood thinner,no,no,yes,no,no,no,no
4430873,ticagrelor 90 mg po tabs,Oral,Blood thinner,no,no,yes,no,no,no,no
4376573,tiotropium bromide monohydrate 18 mcg in caps,IN,Bronchodilator - treats breathing difficulties?,no,no,no,no,no,no,no
4237781,toprol xl,PO (oral)                                                                                           ,beta-blocker,no,no,no,yes,no,no,no
4795092,toprol xl,Oral,beta-blocker,no,no,no,yes,no,no,no
5543143,tramadol hcl,PO,opioid,yes,yes,no,no,no,no,no
3836837,tramadol hcl 50 mg po tabs,PO,opioid,yes,yes,no,no,no,no,no
4488106,tramadol hcl 50 mg po tabs,Oral,opioid,yes,yes,no,no,no,no,no
4535864,trazodone,ORAL,Antidepressant and sedative,no,no,no,no,no,no,no
4535868,trazodone,NG,Antidepressant and sedative,no,no,no,no,no,no,no
6410423,trazodone,Oral,Antidepressant and sedative,no,no,no,no,no,no,no
213205,tylenol,PO,Analgesic,yes,no,no,no,no,no,no
978443,tylenol,Oral,Analgesic,yes,no,no,no,no,no,no
1021493,tylenol,Rectal,Analgesic,yes,no,no,no,no,no,no
1969756,tylenol,REC,Analgesic,yes,no,no,no,no,no,no
2025736,tylenol,NG,Analgesic,yes,no,no,no,no,no,no
6795586,ultram,Oral,opioid (tramadol),yes,yes,no,no,no,no,no
6788713,valium,Oral,Anxiolytic and Sedative,no,no,no,no,no,no,no
4795366,vancocin,IV,Antibiotic,no,no,no,no,no,no,no
4256261,vancomycin,IV,Antibiotic,no,no,no,no,no,no,no
4259019,vancomycin,IVPB,Antibiotic,no,no,no,no,no,no,no
5109311,vancomycin,INTRAVENOU,Antibiotic,no,no,no,no,no,no,no
895773,vancomycin 1 g mini-bag plus (vial mate),IV,Antibiotic,no,no,no,no,no,no,no
5109295,vancomycin 1 g/200 ml d5w,INTRAVENOU,Antibiotic,no,no,no,no,no,no,no
4035855,vancomycin 1 gm in ns 250 ml ivpb,IVPB,Antibiotic,no,no,no,no,no,no,no
5805878,vancomycin 1 gm in ns 250 ml ivpb,IV,Antibiotic,no,no,no,no,no,no,no
4862904,"vancomycin 1,000 mg iv solution : 1 each vial",IV,Antibiotic,no,no,no,no,no,no,no
55206,vancomycin 1.25 gm in ns 250 ml ivpb (repackage),IV,Antibiotic,no,no,no,no,no,no,no
231406,vancomycin 1.25 gm in ns 500ml ivpb,IVPB,Antibiotic,no,no,no,no,no,no,no
5051158,vancomycin 1.5 g/500 ml ns,INTRAVENOU,Antibiotic,no,no,no,no,no,no,no
3889029,vancomycin 1.5 gm in ns 250 ml ivpb (repackage),IV,Antibiotic,no,no,no,no,no,no,no
235250,vancomycin 1.5 gm in ns 500ml ivpb,IVPB,Antibiotic,no,no,no,no,no,no,no
266640,vancomycin 750 mg in ns 250 ml ivpb,IVPB,Antibiotic,no,no,no,no,no,no,no
929729,vancomycin hcl,.ROUTE,Antibiotic,no,no,no,no,no,no,no
3848067,vancomycin hcl 10 g iv solr,IV,Antibiotic,no,no,no,no,no,no,no
4271712,vancomycin hcl 10 g iv solr,IVPB,Antibiotic,no,no,no,no,no,no,no
3817562,vancomycin hcl 1000 mg iv solr,IV,Antibiotic,no,no,no,no,no,no,no
6277514,vancomycin hcl 1000 mg iv solr,IR,Antibiotic,no,no,no,no,no,no,no
1504399,vancomycin hcl in dextrose 1 gm/200ml iv soln,Intravenous,Antibiotic,no,no,no,no,no,no,no
2763144,vancomycin hcl in dextrose 1 gm/200ml iv soln,IV,Antibiotic,no,no,no,no,no,no,no
5683367,vasopressin 60 units in 100 ml ns,IVPB,Helps treat fluid retention post surgery?,no,no,no,no,no,no,no
5685285,vasopressin 60 units in 100 ml ns,IV,Helps treat fluid retention post surgery?,no,no,no,no,no,no,no
193717,ventolin 2.5mg/0.5ml,INH,Bronchodilator - treats breathing difficulties,no,no,no,no,no,no,no
2410601,versed,IV,Sedative,no,no,no,no,no,no,no
3837806,vitamin d 1000 units po tabs,PO,Vitamin D,no,no,no,no,no,no,no
3889030,vitamin d 1000 units po tabs,PER G TUBE,Vitamin D,no,no,no,no,no,no,no
897,vitamins/minerals po tabs,PO,Vitamins/minerals,no,no,no,no,no,no,no
23006,vitamins/minerals po tabs,PER NG TUBE,Vitamins/minerals,no,no,no,no,no,no,no
3714126,vitamins/minerals po tabs,Oral,Vitamins/minerals,no,no,no,no,no,no,no
1530394,warfarin,ORAL,Blood thinner,no,no,no,no,no,no,no
11594,warfarin - physician monitored,PO,Blood thinner,no,no,no,no,no,no,no
5782937,warfarin 5 mg tab,PO,Blood thinner,no,no,no,no,no,no,no
1863059,warfarin sod,PO,Blood thinner,no,no,no,no,no,no,no
505927,warfarin sodium (coumadin) tab 5 mg,PO,Blood thinner,no,no,no,no,no,no,no
1620015,warfarin sodium 1 mg po tabs,PO,Blood thinner,no,no,no,no,no,no,no
5146871,warfarin sodium 2 mg po tabs,PO,Blood thinner,no,no,no,no,no,no,no
3865269,warfarin sodium 2.5 mg po tabs,PO,Blood thinner,no,no,no,no,no,no,no
1436609,warfarin sodium 3 mg po tabs,PO,Blood thinner,no,no,no,no,no,no,no
6554312,warfarin sodium 4 mg po tabs,PO,Blood thinner,no,no,no,no,no,no,no
47479,warfarin sodium 5 mg po tabs,PO,Blood thinner,no,no,no,no,no,no,no
1597354,warfarin sodium 7.5 mg po tabs,PO,Blood thinner,no,no,no,no,no,no,no
4244112,xanax,PO,Sedative,no,no,no,no,no,no,no
6699138,xanax,Oral,Sedative,no,no,no,no,no,no,no
1969731,zestril,PO,ACE inhibitor,no,no,no,no,no,no,yes
1012036,zocor,Oral,Statin,no,no,no,no,yes,no,no
215934,zofran,IV,antiemetic,no,no,no,no,no,no,no
4811032,zofran odt,Oral,antiemetic,no,no,no,no,no,no,no
4253152,zolpidem,PO,Sedative,no,no,no,no,no,no,no
2030681,zolpidem 5 mg tab,PO,Sedative,no,no,no,no,no,no,no
5552643,zolpidem 5 mg tablet,Oral,Sedative,no,no,no,no,no,no,no
873445,zolpidem tartrate,PO,Sedative,no,no,no,no,no,no,no
1538875,zolpidem tartrate,ORAL,Sedative,no,no,no,no,no,no,no
4381374,zolpidem tartrate 5 mg po tabs,PO,Sedative,no,no,no,no,no,no,no
6391450,zolpidem tartrate 5 mg po tabs,Oral,Sedative,no,no,no,no,no,no,no
3172747,zosyn,IV,Antibiotic,no,no,no,no,no,no,no
4103769,zosyn 3.375 gram in ns 100 ml ivpb,IVPB,Antibiotic,no,no,no,no,no,no,no
4056927,zosyn 3.375 gram inj,IVPB,Antibiotic,no,no,no,no,no,no,no
5822130,zosyn 3.375 gram inj,IV,Antibiotic,no,no,no,no,no,no,no
